,tree
127795,0
263656,0
76116,0
350752,0
223280,0
135430,0
111284,1
503028,0
324554,0
109600,1
122911,0
114299,1
113751,1
553927,0
218748,0
512531,0
540622,0
450031,1
382311,1
10999,0
136814,0
242178,0
527364,0
199405,0
341977,1
130309,0
271455,1
369713,1
104767,0
289363,1
553362,0
245281,1
577640,0
310815,0
32388,1
391058,0
177945,0
577914,0
479877,0
44270,1
487841,0
531010,0
194837,0
443794,0
81461,1
301151,1
427096,0
223912,0
145235,0
236503,1
547614,0
138605,0
539421,0
242407,0
142501,0
151131,0
568236,0
392556,0
326168,0
204829,1
51160,1
145860,0
340220,1
97855,0
553223,0
95494,1
212240,1
364404,1
67102,0
349433,0
489692,0
282167,0
317576,0
232797,1
326847,1
105334,1
168776,0
251312,1
22830,0
399279,0
258665,1
522232,0
97168,1
154770,0
246271,1
216666,0
113680,0
217037,0
424447,0
393167,0
286425,0
339224,1
499581,0
392838,0
411371,1
102361,0
60326,0
366612,1
491092,0
385211,1
186988,0
42162,0
372272,1
412712,0
373759,0
419545,0
364053,0
576873,0
219685,0
27476,1
279999,1
527310,0
571862,0
491501,0
307474,1
564333,0
429037,0
503677,0
552130,0
364045,1
330918,1
109406,0
124951,0
121205,0
462835,0
433142,0
551010,0
320733,0
347521,0
220508,0
532928,0
234966,0
161714,0
363076,1
376835,1
13479,1
180609,1
122201,0
394514,0
2631,0
221135,1
222315,0
448890,1
273484,0
350611,0
44024,0
100553,0
511826,0
63966,1
490361,0
101409,1
129711,0
525969,0
500880,0
78188,0
210633,0
166766,0
378402,1
577057,0
353152,1
16880,1
233896,1
343118,0
105939,1
120440,0
548047,0
218611,0
113012,1
44412,0
558201,1
27646,0
538744,0
336472,1
317960,1
251893,1
281386,1
22372,1
539944,0
478467,0
446698,1
522552,0
49743,0
423169,0
557996,0
423038,0
96901,1
298009,0
398589,0
320895,1
140429,0
289916,1
171077,0
102903,1
573189,0
264492,1
288267,0
289950,1
526092,0
71477,0
146259,0
278996,1
133264,0
171826,0
266102,0
168869,0
327590,0
178244,1
172368,1
174911,0
528349,0
125437,0
343758,1
264750,0
115925,1
37841,1
456503,0
483824,0
331797,1
75596,0
567295,0
200028,1
203365,1
457213,0
433412,0
196251,1
298842,1
295182,1
70004,0
537528,0
463338,0
342108,1
422480,0
394408,0
306576,1
270085,1
156138,0
235634,1
13863,1
410683,1
102662,0
164450,1
47818,0
80665,1
207677,1
355104,0
6604,0
169483,0
534427,0
164754,0
190142,0
266984,0
526195,0
230768,0
496804,0
562037,0
113457,1
66082,0
466838,1
367579,0
123705,0
139406,0
9749,0
434344,0
518462,0
153314,0
462492,0
403740,0
22072,0
305285,0
122964,0
186512,1
522597,0
44871,1
529585,0
200501,1
54419,1
80693,1
145707,0
375516,1
389566,1
314833,1
568633,0
318923,1
269628,1
343265,0
251322,0
370344,0
100823,1
502356,0
284984,1
31103,0
63589,0
524299,0
180282,1
491485,0
263465,1
350217,0
435833,1
222864,0
48800,1
500204,0
391032,0
484604,0
396809,0
155675,0
197915,0
253245,1
213036,1
548033,0
143974,0
558048,1
391705,0
98547,1
22321,0
184653,0
347652,0
552777,0
41161,0
378244,1
483682,0
357553,0
430680,0
231895,1
212544,1
545972,1
365616,0
560993,0
23172,0
310055,1
370515,0
372978,0
4527,0
59790,1
77318,0
50153,1
146982,0
244283,1
284900,1
391438,0
116547,0
464149,0
556952,0
489690,0
577552,0
445055,1
352335,0
519846,0
208926,1
223789,0
211684,1
222086,1
499542,0
233785,1
175352,0
426911,0
187741,1
162858,0
62629,0
259841,1
171503,0
312995,1
117326,0
297724,1
370398,0
311413,1
438858,0
1215,0
103056,1
449409,1
189214,0
475082,0
254197,0
415881,1
23354,0
363923,1
143501,0
255473,0
183245,0
204500,1
80859,0
561254,0
44807,0
369874,1
147176,0
277290,1
161036,1
540315,0
35875,0
230475,1
1832,0
554733,0
555458,0
457651,1
500234,0
245797,1
575635,1
377400,1
192520,0
279996,0
147053,0
312047,1
347364,0
389408,1
526358,0
211420,0
292319,1
390135,0
328459,1
114762,0
38465,0
465601,1
391718,0
82218,1
461181,1
61487,1
353920,0
72161,0
518525,0
157237,0
535045,1
375997,1
255253,1
494053,0
142067,0
209788,1
544310,0
317873,0
261233,0
562500,0
231201,1
416749,0
389825,1
119951,0
571642,0
177878,0
342775,0
575480,1
393514,1
505029,0
504979,0
551803,0
128811,0
549741,0
372849,0
21622,0
527557,0
97843,0
299875,1
229292,1
577891,0
63015,0
508752,1
566325,0
298057,1
61958,0
166748,0
219275,0
438211,0
563914,0
464838,0
279073,1
193498,0
510521,0
305067,0
413374,1
394584,0
134294,0
182158,0
263575,0
120687,0
413228,1
117508,0
277628,1
253273,0
194092,0
398629,0
412732,0
207428,1
110738,1
562949,0
490415,0
194540,0
316058,1
179353,0
338015,1
304864,1
473292,0
345318,0
374461,1
564875,0
515205,0
400739,0
493548,0
82066,0
121625,0
166576,0
419748,0
376926,0
443933,1
160101,0
140396,0
335703,1
436559,0
440571,0
88747,1
359632,0
25597,0
516639,0
65946,1
337137,0
386960,1
493887,0
287770,0
460550,0
210740,0
163700,0
135388,0
80459,0
307359,1
83899,0
580035,1
28095,0
235093,1
445112,1
559923,0
449930,1
38139,1
561840,0
287965,1
62719,1
270225,1
170423,0
364852,0
232814,1
44052,0
203467,0
337827,0
475230,0
401302,0
75260,1
307452,0
176730,0
99641,1
462893,0
46640,0
83328,1
218243,0
403014,1
224572,0
111318,1
432153,0
288573,1
164640,0
165717,1
205773,1
559199,0
573965,0
285552,0
548201,0
395602,0
440425,0
135470,0
448016,1
397916,1
99451,0
366872,0
165714,0
61067,0
133760,0
326189,1
48637,1
221880,0
66556,0
477735,1
35928,1
237340,1
523691,0
3217,0
492583,0
110371,1
520525,0
290899,1
340801,1
146850,0
485689,0
379994,1
428110,0
448155,1
236130,1
69929,1
231817,1
35970,0
279810,1
450212,1
409010,1
555234,0
355225,0
556800,0
465686,1
556552,0
95161,0
394510,0
156686,0
532866,0
395863,0
82042,0
464648,0
179970,0
527182,0
483627,0
266577,1
426230,0
527931,0
264097,0
312130,1
469806,0
283476,0
558443,0
443752,1
371587,0
93399,1
259906,1
507110,0
300892,1
560722,0
305580,0
92579,1
147000,0
52521,0
87951,0
559135,0
25752,1
261503,1
253618,0
405572,1
292171,1
412713,0
528893,0
519591,0
393914,0
219834,0
394589,0
346503,0
226900,0
477574,1
198572,0
329753,0
354007,0
55152,0
252709,1
295001,1
552767,0
483398,0
529653,0
210353,0
396979,1
291507,1
515388,0
21523,0
450330,1
464421,1
341162,1
289898,0
270989,1
386239,1
424050,0
538301,1
550882,0
230786,0
376310,1
75744,0
118849,0
131418,0
472696,0
206608,1
133800,0
267833,1
138012,0
49339,1
373720,0
349110,0
339927,1
567042,0
441488,0
427916,1
249451,1
404970,1
298826,1
199902,1
430349,0
5516,0
1585,0
139199,0
377374,0
517630,0
308279,1
533703,0
45557,0
467042,1
297802,1
115580,0
513068,0
573801,0
408333,1
337447,0
223432,1
24844,0
530991,0
46918,0
259617,1
416475,1
159980,0
109626,1
81659,1
374100,0
219540,0
87440,0
355158,0
286970,1
128940,0
431237,0
101574,1
285018,1
77457,0
212230,1
410410,1
141683,1
386512,1
23364,0
104504,0
184435,0
340471,1
242255,1
112768,0
500827,0
81521,1
573146,0
231135,0
135028,0
448622,1
370878,1
392821,0
20406,0
426159,0
404577,1
422870,0
493454,0
345576,1
559022,1
482155,0
400736,0
173232,1
239373,1
439633,0
516205,0
364853,0
9736,0
549091,0
511811,0
135485,0
310414,1
414174,0
311165,1
404303,1
270313,1
298064,1
536513,0
356719,0
466514,1
269283,1
574941,0
533032,0
333812,1
158280,0
337840,0
484343,0
544571,1
136931,0
489107,0
362482,0
432600,0
424799,0
242903,1
460555,0
431845,1
569458,0
62072,1
129368,0
551158,0
527172,0
570543,0
389184,0
261917,1
470468,0
169966,0
306688,1
556838,0
204928,1
193747,1
303362,0
459433,1
567896,0
8646,1
318974,1
385236,0
508505,0
40746,0
474866,0
57934,0
77899,1
193290,0
434261,0
311434,1
83190,1
258588,1
276424,1
11679,1
310811,0
244119,1
98966,1
404224,1
504120,0
58916,0
522515,0
516518,0
195629,0
12866,1
311398,0
509600,0
172891,1
214445,1
410725,0
30951,1
200667,1
431096,0
150889,0
52074,0
135955,0
330535,1
551744,0
501736,0
120569,0
312886,0
259950,1
54586,0
58203,0
158695,0
40699,1
191885,0
392882,0
400707,0
212505,1
72848,0
185280,1
498247,0
558504,0
381242,0
243385,1
559553,0
15247,0
34635,0
441378,0
48488,0
113341,0
325804,1
403291,1
426361,0
137984,0
162756,1
415165,1
385032,1
553493,0
306029,0
202401,1
433336,0
238898,1
451692,1
303216,0
127506,0
160975,1
312231,1
93297,0
468005,0
381614,1
249782,1
310522,0
578571,0
385545,1
409019,1
325358,0
468991,0
64797,1
238404,0
443074,1
106894,1
98659,1
231493,1
150988,0
134918,0
528592,0
90818,0
26086,1
349397,0
463371,0
532929,0
37672,1
473482,0
135515,0
344107,0
576736,1
344757,0
427674,1
311451,0
179335,0
390529,0
226759,1
230915,0
23039,0
421600,1
518145,0
514420,0
247196,1
251343,0
8056,1
422453,0
347928,0
316225,1
485420,0
115088,0
387549,0
382912,1
152988,0
405440,1
322706,0
9971,1
278271,1
125130,0
117469,0
465238,1
184376,1
363225,1
445889,0
569576,0
147815,0
485900,0
28400,1
420432,0
72847,0
389448,1
339049,0
266848,0
396053,0
111545,0
272918,0
108147,1
470488,0
524141,0
6180,0
56238,0
217220,0
22532,0
209913,1
549161,0
46262,0
528242,0
510592,0
291644,1
295677,0
331398,0
188048,0
34423,0
92966,1
468942,0
227778,1
106471,1
551507,0
313398,0
147278,0
435054,0
287460,0
67958,0
343252,0
386805,1
136964,0
409344,1
500483,0
194012,0
337306,0
447852,1
78907,1
25229,0
130581,0
74900,1
319713,1
389119,0
197964,0
198842,0
22225,0
338108,1
122298,0
512570,0
389838,1
469810,0
410924,0
416428,0
191334,0
161424,0
270487,1
552263,0
373371,1
42174,0
260240,1
46475,0
21578,1
511769,0
35240,0
322834,0
290981,1
10573,0
319053,1
250010,1
489131,0
61997,0
346885,0
125710,1
462198,1
309965,1
119657,0
164164,0
352465,0
521431,0
460581,1
401812,0
187498,1
425471,0
469384,0
519475,0
563352,0
22073,0
212158,1
108398,1
36270,1
562193,0
160201,0
136655,0
428392,0
351382,0
115766,0
463220,0
425315,0
263426,0
180795,0
122616,0
461100,1
67107,1
168093,1
285173,1
431014,0
114115,0
143761,0
92285,1
126834,0
254128,1
330449,1
311589,0
512263,0
409739,1
277160,1
58283,0
166332,0
228319,1
283714,0
306543,0
506134,0
487575,0
367432,0
453722,0
458072,1
139070,0
373340,1
185784,0
559454,0
424580,1
197388,1
184752,0
478748,0
457463,0
506667,0
418908,0
50000,1
339182,0
206050,1
368134,0
437984,1
348912,0
163920,1
115018,1
145159,0
90653,0
317829,1
448400,1
146293,0
344160,0
339433,1
89396,1
542119,0
76736,0
421186,0
150689,0
517622,0
155328,0
351188,0
232831,1
141177,0
321078,1
241857,1
200731,1
252037,1
173387,0
195713,0
299472,1
176251,0
512950,0
303979,0
300810,1
159914,0
110473,1
433766,1
147228,0
341730,0
425966,0
97903,0
271234,1
218639,1
427111,0
65446,0
551113,0
472364,0
262046,1
22263,1
175621,0
228117,1
47628,0
61457,0
303071,0
146101,0
437,0
376664,1
50880,0
330472,1
56747,0
473978,0
114297,1
169456,0
385854,1
170852,0
51668,0
436944,1
487198,0
365213,0
357199,0
561811,0
202589,0
454256,0
433219,1
437926,0
533264,0
196261,0
79329,0
435882,1
330145,0
466204,1
195122,0
456217,0
218722,0
556277,0
49541,0
470056,0
219095,0
11611,0
269177,1
502780,0
280592,1
271940,1
153476,1
254293,0
509733,0
399000,1
144948,0
253692,1
460751,1
317582,0
353251,0
127848,0
93213,0
74394,0
61685,1
66597,1
289452,1
562143,0
66756,1
73083,0
99774,1
53893,0
553799,0
478244,0
54699,0
181205,0
379746,1
341370,0
171621,0
346839,0
152985,1
317352,0
145849,0
64518,0
483236,0
202546,1
464272,0
42946,0
245534,1
244052,1
241107,1
420474,0
219281,0
68341,0
339640,1
459610,1
397844,1
407433,0
522954,0
280272,0
281498,1
106873,1
119505,0
247249,0
424117,0
409541,1
126866,0
189379,0
388914,0
72172,1
433027,0
230512,0
464497,0
308404,1
126773,0
526456,0
236382,1
45808,0
447320,1
165918,0
90612,0
276681,0
427469,0
371025,1
564112,0
206384,1
186158,0
338029,1
42887,0
562865,0
553060,0
74155,0
512069,0
533574,0
182758,0
128354,0
398252,0
19886,0
35631,0
457221,0
447186,1
243795,1
124103,0
315990,1
420915,0
50366,1
467607,1
8799,0
202330,1
8211,0
526858,0
421548,0
51782,0
563208,0
301654,1
415931,1
245944,1
510853,0
458007,1
537800,0
495752,0
129362,0
508900,0
48959,1
418623,0
502338,0
305446,0
28595,0
162161,0
97382,1
495546,0
58057,0
523246,0
138540,0
223527,1
208930,1
75393,1
574973,0
523175,0
375624,1
187713,1
410153,1
407666,0
256777,0
342723,0
87471,1
366389,0
300251,1
96205,0
458574,0
90807,0
383163,1
416840,0
555707,0
505837,0
39319,0
505103,0
288563,1
248543,1
459318,1
256294,1
146728,0
99881,1
293986,1
568505,0
155610,0
442724,1
79961,1
32303,0
396015,1
253465,1
389456,1
203787,1
53835,0
475521,0
278642,1
141525,0
234455,1
297439,1
328985,0
517336,0
416018,0
95104,1
157830,0
273370,0
420902,0
171292,0
173104,1
479688,0
113852,0
276674,0
362856,1
32602,0
488804,0
579833,0
476425,0
54964,0
215064,1
182272,0
3361,0
177721,0
454543,0
479786,0
454388,1
39438,0
316487,1
120447,0
176530,0
244734,1
430082,0
184394,0
307000,1
464753,0
85305,1
14818,0
378946,1
533519,0
35324,0
219172,0
137906,0
569890,0
75315,0
549950,0
51225,0
163180,1
1104,0
258027,0
392609,0
371735,1
468711,0
416778,0
553372,0
222318,1
368406,0
37019,1
373215,1
414868,1
460050,1
182165,0
546586,0
204514,1
446294,1
141699,0
89052,0
116270,0
324831,0
72198,0
419266,1
486723,0
18111,0
17348,1
277633,0
33621,0
258854,1
571596,0
461965,1
476269,0
508154,0
167080,1
112086,1
240249,1
339557,0
378897,0
38099,0
340476,1
517691,0
530983,0
567503,0
383537,1
462065,0
72416,1
242371,1
481041,0
233423,0
290320,1
331192,0
473779,0
275902,0
404376,0
97555,0
401165,0
314131,1
531201,0
567827,0
409607,1
174661,1
355781,0
350227,1
432491,0
565601,1
458434,0
104178,0
12908,0
24489,0
267389,0
447772,0
522757,0
576912,0
461049,1
31607,0
89872,0
362667,0
465887,0
245167,1
29258,0
72909,1
93120,0
254430,0
360985,0
453773,1
492379,0
329556,0
44307,0
238366,1
151948,1
534203,0
464604,0
555890,0
467728,1
388092,1
260680,1
488060,0
40293,0
82876,1
336453,0
538538,0
293001,1
539772,0
327131,0
374612,1
181259,1
423760,0
211086,1
47728,1
91187,1
441318,0
124014,0
512274,0
107387,1
18117,0
141471,0
383694,1
464370,0
440,0
108639,1
191681,0
158018,0
403615,1
244263,1
182499,1
247610,1
37584,0
54326,1
452859,0
177985,0
514846,0
1778,0
494084,0
376925,0
177422,0
338235,0
240306,1
427432,0
195456,0
136615,0
18920,1
176551,0
264315,0
354022,0
94414,0
567486,0
558062,1
285101,0
536915,0
370485,1
480692,0
304298,0
556490,0
206903,1
233524,1
91596,0
179472,0
534092,0
11586,0
112305,0
325731,1
235840,1
37551,1
203537,0
176813,0
57372,0
53813,0
74091,0
180786,0
490482,0
19148,1
265147,0
182706,1
343600,1
231887,1
329208,0
2149,1
160052,1
571181,0
550648,0
92424,1
286540,0
506875,0
402134,1
430839,1
503041,0
513528,0
58053,0
100113,1
90061,0
19988,1
338303,1
80802,1
565552,1
273438,0
534131,0
117755,0
53861,1
438612,0
560084,0
169384,0
195734,0
474188,0
573589,0
264992,1
150946,1
182313,0
412547,0
409907,1
237111,1
528618,0
500638,0
168898,0
177231,1
171376,0
449621,0
285154,0
81700,0
173680,1
440943,0
508069,1
80618,1
526779,0
578416,0
12406,0
296555,1
274790,0
13255,0
424674,0
448271,1
451830,0
174225,1
580836,0
433053,0
462539,1
273626,0
465153,1
399158,0
516797,0
119020,0
62773,0
286099,1
169125,0
215831,1
279493,0
302168,1
209733,1
141411,0
505719,0
74323,0
76802,0
234611,0
107885,1
161417,0
332504,1
28923,1
555861,0
223630,1
20343,0
464819,0
257638,0
529502,0
30310,0
427917,0
235235,1
411600,0
320287,1
252239,0
233205,1
266051,1
327343,0
294251,1
117995,0
535748,0
338713,0
443853,0
340401,1
322532,0
328275,1
25273,0
271900,1
448920,1
505783,0
537613,0
43028,0
90738,0
350695,0
526828,0
360283,0
143810,0
77550,0
449404,1
268704,0
441593,1
538317,0
549241,0
213140,1
370005,1
77849,0
400083,1
534828,1
200872,1
140472,1
251181,1
404520,1
248380,0
129038,0
99308,1
127715,0
576517,1
547858,0
435637,0
537176,0
241382,1
124307,0
350929,0
94395,1
345238,1
328341,1
412740,0
59144,0
493946,0
475424,0
114646,1
58422,0
441394,0
140936,0
172839,1
276986,0
442670,0
212351,0
282653,0
365394,1
378298,0
397088,0
397694,0
273478,0
547688,0
120910,0
16998,0
256460,0
359557,0
479577,0
420170,0
83008,0
540891,1
240079,0
511204,0
92113,1
210306,0
170649,0
126387,0
352965,0
258524,1
224905,0
63603,1
230451,1
395482,1
532223,0
12870,1
56847,0
308244,1
201424,1
565580,1
350265,0
269220,1
79526,0
131149,0
9167,0
497693,0
498883,0
386718,1
212458,1
546120,0
481563,0
287625,1
319158,1
54827,0
504168,0
308853,1
366821,0
200850,1
68946,0
89906,0
102892,0
196393,0
203155,1
563623,0
251275,1
38229,0
182805,1
387961,1
194304,0
328834,0
382897,1
349824,0
554056,0
407155,1
264252,1
82134,0
379121,1
107316,1
534874,1
68865,1
61589,0
193434,1
431275,0
400066,0
283299,0
509481,0
339169,1
38484,1
496774,0
285613,1
295266,0
161525,1
565982,0
70625,1
426382,0
8193,0
179307,0
73116,0
303313,0
33149,1
357798,0
481235,0
461864,0
499612,0
6867,1
533984,0
102412,0
218136,0
105102,1
543384,0
477071,0
423258,0
9523,0
255146,1
361417,0
460970,1
518943,0
194732,0
73092,0
227362,1
38102,0
469539,0
311320,0
518747,0
299069,1
209528,1
361802,0
352546,0
262922,1
521959,0
272647,1
510417,0
266674,0
329487,0
351368,0
325885,0
126560,0
68121,0
354062,0
182815,0
358463,0
354732,0
260865,0
32347,1
449193,1
515600,0
197107,1
537939,0
299533,1
376758,0
251011,1
438490,1
526756,0
38407,0
305876,1
177089,0
532177,0
576766,0
49740,0
95558,0
220451,0
324936,0
233704,0
550115,0
275632,1
11350,1
257036,0
181428,0
47351,0
34732,0
145877,0
289495,1
579263,0
154883,0
146830,0
146384,0
147509,0
46702,0
199494,0
3841,1
126778,1
157977,0
62598,1
503973,0
354219,0
441697,0
76944,0
344424,0
466251,1
426134,0
51844,0
548986,0
429838,1
569871,0
137532,0
155154,0
534503,0
23729,0
500193,0
73309,0
285233,0
57727,0
244588,1
455978,0
404820,1
348094,0
376994,0
325832,0
129837,0
352058,0
404051,0
189848,0
472325,0
572352,0
454425,1
345202,1
293019,0
230845,0
195367,1
344641,1
544139,0
136259,0
405550,1
135218,0
374673,1
26309,0
570862,0
361254,0
198285,0
236251,1
37309,1
19439,0
574505,1
452864,0
436722,0
535699,0
543570,0
394255,0
200464,1
402738,0
358394,0
507895,0
16321,0
16592,0
193840,1
500578,0
370929,1
164641,0
480331,0
17413,0
11507,1
525922,0
83313,0
512114,0
64593,0
185609,0
106823,1
54663,0
511332,0
130130,1
36816,0
167363,1
432843,1
514673,0
403982,0
258068,1
273692,0
462741,0
418087,0
564501,0
462655,1
13915,0
8617,0
542310,0
489728,0
233557,1
154381,0
537262,0
3059,0
163067,0
222638,1
187344,0
258845,0
63109,1
429962,0
106740,1
216844,1
398568,0
175759,0
148395,0
37683,0
431998,0
327647,0
155691,0
452169,0
166083,1
437541,0
469493,0
172452,1
565897,0
453781,0
277349,1
224870,0
41310,1
270309,1
435713,1
3089,0
365647,0
5763,1
319930,1
278731,0
382678,1
364780,1
367508,1
106192,1
84853,0
172393,1
316821,1
484824,0
195522,0
463750,1
560180,0
129471,0
281784,0
287138,1
3938,0
576445,1
253138,1
457090,0
222402,0
88650,0
399802,0
22174,1
93200,0
82752,1
402906,0
371134,1
7908,0
48589,0
118875,0
92065,0
533153,0
222102,0
105271,1
519696,0
257897,1
494894,0
108633,1
272448,1
473774,0
86555,1
2776,1
262372,1
369540,1
567517,0
136285,0
322324,0
314985,0
538471,0
219736,0
560273,0
521462,0
72981,0
100478,0
97271,0
217789,0
401851,1
49494,0
198397,0
307597,1
531147,0
169331,0
366268,1
457537,0
288429,1
387814,0
140617,0
437255,1
325887,0
12319,1
36785,0
90173,1
223064,0
401713,1
580968,0
503965,0
236487,1
127908,0
169620,1
46047,0
406019,1
94327,0
260567,1
119169,0
433264,1
161738,0
132810,0
119637,0
439426,0
537761,0
63252,0
297345,1
21056,1
197919,0
461881,0
473101,1
397685,0
577518,0
361600,0
127401,0
480845,0
90718,0
326324,0
390191,0
528451,0
346810,0
246584,1
571397,0
497028,0
475573,0
5290,0
285745,1
503690,0
290132,1
194964,0
124321,0
35503,1
489004,0
544974,1
104824,1
245692,1
190453,0
461863,0
20181,1
28996,0
379115,1
519931,0
552268,0
251534,1
196175,0
184821,1
249963,1
106517,0
153836,0
273361,0
233972,1
297313,0
412275,0
356137,0
171993,0
221680,1
161830,0
41385,0
240349,1
120292,0
538198,0
524161,0
105993,1
504611,0
477571,1
398019,0
293960,1
501629,0
430764,0
347149,0
541598,0
484069,0
490431,0
237000,0
111569,1
109481,1
443851,1
228084,1
430402,0
434670,0
467186,0
102480,1
200462,1
374530,1
400144,0
163672,1
446833,1
374663,1
506619,0
502931,0
475091,0
186901,0
417444,0
483956,0
223542,0
178847,0
150203,0
170072,0
573272,0
447450,1
454238,0
389057,0
515915,0
220441,0
238050,1
359373,1
7600,0
29904,0
352055,0
446565,1
117615,0
494968,0
285635,1
68316,0
556808,0
436436,0
467505,0
459298,1
330371,0
544988,0
532091,0
363360,1
209342,1
150260,0
504722,0
565886,0
263806,0
399667,1
398430,1
336734,0
369744,1
555538,0
568213,0
134123,0
9878,1
198844,0
360989,0
104562,0
515242,0
423943,0
64738,0
219295,0
560450,0
545953,0
84536,1
576064,1
354127,0
372266,1
529167,0
499058,0
535402,0
172979,0
546824,0
10661,0
281100,0
542822,0
143898,0
508842,0
328048,0
185214,1
340745,1
429841,1
367982,1
26090,1
354540,0
485457,0
202512,1
412667,0
359794,0
416074,0
172558,0
322249,0
568285,0
99940,1
182224,0
344681,1
59143,0
479611,0
363572,1
227024,1
298123,1
298127,0
293628,1
193260,0
289639,1
68064,1
313498,0
570193,0
511066,0
320007,1
420204,0
250192,0
55438,0
98883,1
389898,1
273837,0
330204,0
27643,0
389016,0
21346,0
439399,0
162986,0
20931,1
292491,1
358645,0
126319,0
71582,1
257196,0
191568,0
379467,1
300331,1
558162,0
495333,0
465159,1
350087,0
544061,0
111400,1
70254,0
193883,0
568675,0
412301,0
454519,0
284104,0
351227,0
99444,0
572496,0
245521,1
419931,0
231595,1
130617,0
178417,0
33949,0
526695,0
242843,1
16986,0
219062,0
540173,0
398835,0
331417,0
264921,1
342575,0
399930,0
221560,1
477401,1
8926,0
199033,0
87521,1
70890,1
171118,0
262711,1
352484,0
178552,1
435752,0
249275,0
426319,0
78597,0
461440,1
364689,0
137854,0
515432,0
297354,1
340679,1
242489,0
247817,1
79387,1
133580,0
553108,0
27023,0
417168,0
507371,0
230984,0
229455,1
22068,0
254502,0
529090,0
14090,0
546182,0
279310,1
414464,0
346178,0
289605,1
406742,1
367059,0
407325,1
527142,0
529807,0
112293,1
568281,0
177168,0
197211,1
276039,1
20914,0
345993,0
144436,0
49460,1
362637,1
349660,0
406540,1
33654,1
428512,0
116833,0
227522,1
11829,0
561635,0
318084,1
433156,0
144072,0
497281,0
495897,0
499533,0
345891,0
184958,1
37010,0
159054,0
369501,1
455118,1
439670,0
311857,1
203084,1
290602,1
500423,0
565556,1
65884,0
262298,1
446415,1
219778,0
424068,0
307656,0
204063,0
317898,1
74695,0
488359,0
555528,0
243608,1
158668,0
186943,0
316383,1
558064,0
565664,0
470364,0
54044,0
522227,0
570504,0
560330,0
81840,0
489934,0
198037,0
73746,0
33332,0
226717,1
509873,0
530916,0
250583,1
556893,0
530797,0
342589,0
334744,0
572317,0
115598,1
314853,0
452306,1
416251,1
454939,0
431357,0
128864,0
153869,1
527955,0
540103,0
107950,1
498557,0
135884,0
480125,0
537230,0
290381,1
260608,1
436383,1
324796,1
485350,0
269192,1
2611,0
548530,0
33194,0
269490,1
251402,1
9062,0
166633,0
294220,1
435926,0
384676,1
63274,1
71710,0
430355,0
537106,0
181284,0
561985,0
465946,1
413552,1
461289,1
141823,1
250738,1
56642,0
242733,1
388372,1
449190,1
331010,1
127523,0
77403,0
73920,0
45076,0
247446,1
56303,0
412622,0
250431,0
240078,0
63881,1
171357,0
488557,0
523746,0
44851,0
451999,1
297892,1
21314,1
321966,0
260649,1
24710,0
474918,0
404995,0
383322,1
419710,0
170424,1
91649,0
570911,0
308962,1
407959,1
110737,1
547294,0
558476,0
181371,0
117190,1
151697,0
432451,1
291162,1
403897,0
552211,0
441874,1
23090,1
334299,0
123345,0
542069,0
407202,0
452822,0
497001,0
498055,0
101780,1
132725,0
126821,0
205502,0
284600,0
43450,0
451773,1
1100,1
187869,1
4241,0
395662,0
162316,0
353435,0
260179,1
480929,0
277984,0
511296,0
88815,0
76855,1
154632,0
452377,0
58354,0
442188,0
231759,1
405452,1
291400,1
478075,0
576076,1
191531,1
532577,0
249947,0
291337,1
453265,1
490175,0
18255,0
163453,1
220066,0
231864,1
177420,0
473409,0
461035,1
181145,0
409079,1
406780,1
123189,0
407252,1
412933,0
565154,0
155492,0
279424,1
492765,0
325119,1
191275,0
397566,0
142555,0
114827,0
568916,0
335,0
63390,0
218410,0
162791,0
359198,0
184050,0
336681,0
129938,0
443190,1
572758,0
234881,1
320250,1
444412,1
282762,0
443286,1
555599,0
10077,0
182689,0
329647,0
466046,1
114122,0
530917,0
25717,0
202129,0
265496,0
359491,1
400154,1
326779,1
398374,0
489704,0
178676,0
183121,1
567700,0
266075,0
520352,0
168678,0
575827,0
147496,0
311533,0
167896,1
188949,1
190283,0
37149,0
217956,0
573037,0
497240,0
280987,0
244276,1
106541,1
496547,0
254654,0
516566,0
479825,0
359338,0
28257,1
184619,0
553331,0
20642,0
78368,1
442297,1
496266,0
244360,1
338847,1
474267,0
102640,1
310628,1
467771,0
182442,0
112603,0
264114,0
99954,0
395339,0
325145,1
368146,1
112097,0
79841,1
415268,1
307716,1
68038,1
370662,1
175830,0
532303,0
405868,1
405406,1
83134,1
491195,0
329776,0
409909,1
220921,0
275197,0
344805,1
256977,0
524695,0
538033,0
374065,0
310559,1
352032,1
6740,1
283587,0
73801,0
388386,0
301805,1
171480,0
33264,0
248130,1
168555,0
81989,0
215535,0
509842,0
110293,1
479325,0
292183,1
473235,0
438047,1
314472,1
320861,1
548935,0
497339,0
181193,1
36485,1
395127,0
427260,0
329815,1
459793,0
258474,1
573989,0
260400,1
220483,0
167099,1
143930,0
120107,0
494354,0
103410,0
463468,0
505456,0
162463,1
314047,1
156042,0
178423,0
334857,1
301598,1
207884,1
69022,1
185699,1
9438,1
391427,0
452866,0
522408,0
83140,0
426747,1
68686,1
90580,0
361932,0
204149,1
24055,1
454918,1
88233,1
494127,0
358614,1
237861,1
424342,0
57670,0
147124,0
427756,0
488178,0
165703,0
216918,0
185021,0
571266,0
329468,0
454863,0
220749,1
189489,1
